Darkwinds,0x552d72f86f04098a4eaeda6d7b665ac12f846ad2,7067,Exception State,Low,teamAddresses(uint256),7067,110,907,812
Darkwinds,0x552d72f86f04098a4eaeda6d7b665ac12f846ad2,8816,Exception State,Low,payees(uint256),8816,110,1171,1076
DCup,0x21b6f114f80fbb614fd335bb6f69770adac29630,700,Multiple Calls in a Single Transaction,Medium,exchange(),700,113,151855,10755
DCup,0x21b6f114f80fbb614fd335bb6f69770adac29630,2461,External Call To Fixed Address,Low,exchange(),2461,107,3429,2203
DCup,0x21b6f114f80fbb614fd335bb6f69770adac29630,2786,External Call To Fixed Address,Low,exchange(),2786,107,40691,4383
DCup,0x21b6f114f80fbb614fd335bb6f69770adac29630,3045,External Call To Fixed Address,Low,exchange(),3045,107,77692,6492
DCup,0x21b6f114f80fbb614fd335bb6f69770adac29630,3108,Integer Overflow,High,exchange(),3108,101,151855,10755
DCup,0x21b6f114f80fbb614fd335bb6f69770adac29630,3325,External Call To Fixed Address,Low,exchange(),3325,107,115241,9054
DCup,0xea01eeb646fb742f67068264cb60fef6d490ca23,700,Multiple Calls in a Single Transaction,Medium,exchange(),700,113,151855,10755
DCup,0xea01eeb646fb742f67068264cb60fef6d490ca23,2461,External Call To Fixed Address,Low,exchange(),2461,107,3429,2203
DCup,0xea01eeb646fb742f67068264cb60fef6d490ca23,2786,External Call To Fixed Address,Low,exchange(),2786,107,40691,4383
DCup,0xea01eeb646fb742f67068264cb60fef6d490ca23,3045,External Call To Fixed Address,Low,exchange(),3045,107,77692,6492
DCup,0xea01eeb646fb742f67068264cb60fef6d490ca23,3108,Integer Overflow,High,exchange(),3108,101,151855,10755
DCup,0xea01eeb646fb742f67068264cb60fef6d490ca23,3325,External Call To Fixed Address,Low,exchange(),3325,107,115241,9054
DCup,0x0e6457a564fd6780b5a8512707a46c43f3a49ffc,2461,External Call To Fixed Address,Low,exchange(),2461,107,3429,2203
DCup,0x0e6457a564fd6780b5a8512707a46c43f3a49ffc,2786,External Call To Fixed Address,Low,exchange(),2786,107,40691,4383
DCup,0x0e6457a564fd6780b5a8512707a46c43f3a49ffc,3045,External Call To Fixed Address,Low,exchange(),3045,107,77692,6492
DCup,0x8240c54208b57df3aaf53476fb3752336dca53d3,700,Multiple Calls in a Single Transaction,Medium,exchange(),700,113,151855,10755
DCup,0x8240c54208b57df3aaf53476fb3752336dca53d3,2461,External Call To Fixed Address,Low,exchange(),2461,107,3429,2203
DCup,0x8240c54208b57df3aaf53476fb3752336dca53d3,2786,External Call To Fixed Address,Low,exchange(),2786,107,40691,4383
DCup,0x8240c54208b57df3aaf53476fb3752336dca53d3,3045,External Call To Fixed Address,Low,exchange(),3045,107,77692,6492
DCup,0x8240c54208b57df3aaf53476fb3752336dca53d3,3108,Integer Overflow,High,exchange(),3108,101,151855,10755
DCup,0x8240c54208b57df3aaf53476fb3752336dca53d3,3325,External Call To Fixed Address,Low,exchange(),3325,107,115241,9054
DCup,0xa8611d13d9448d9729bcb32c5c9f96993922be03,700,Multiple Calls in a Single Transaction,Medium,exchange(),700,113,151855,10755
DCup,0xa8611d13d9448d9729bcb32c5c9f96993922be03,2461,External Call To Fixed Address,Low,exchange(),2461,107,3429,2203
DCup,0xa8611d13d9448d9729bcb32c5c9f96993922be03,2786,External Call To Fixed Address,Low,exchange(),2786,107,40691,4383
DCup,0xa8611d13d9448d9729bcb32c5c9f96993922be03,3045,External Call To Fixed Address,Low,exchange(),3045,107,77692,6492
DCup,0xa8611d13d9448d9729bcb32c5c9f96993922be03,3108,Integer Overflow,High,exchange(),3108,101,151855,10755
DCup,0xa8611d13d9448d9729bcb32c5c9f96993922be03,3325,External Call To Fixed Address,Low,exchange(),3325,107,115241,9054
DCup,0x1d6aa0045a56f05f8c5d81defd5f641bc321552e,2461,External Call To Fixed Address,Low,exchange(),2461,107,3429,2203
DCup,0x1d6aa0045a56f05f8c5d81defd5f641bc321552e,2786,External Call To Fixed Address,Low,exchange(),2786,107,40691,4383
DCup,0x1d6aa0045a56f05f8c5d81defd5f641bc321552e,3045,External Call To Fixed Address,Low,exchange(),3045,107,77692,6492
DCup,0x2682e3ad5358932ac5cd8f8616912cec76ad680c,700,Multiple Calls in a Single Transaction,Medium,exchange(),700,113,151855,10755
DCup,0x2682e3ad5358932ac5cd8f8616912cec76ad680c,2461,External Call To Fixed Address,Low,exchange(),2461,107,3429,2203
DCup,0x2682e3ad5358932ac5cd8f8616912cec76ad680c,2786,External Call To Fixed Address,Low,exchange(),2786,107,40691,4383
DCup,0x2682e3ad5358932ac5cd8f8616912cec76ad680c,3045,External Call To Fixed Address,Low,exchange(),3045,107,77692,6492
DCup,0x2682e3ad5358932ac5cd8f8616912cec76ad680c,3108,Integer Overflow,High,exchange(),3108,101,151855,10755
DCup,0x2682e3ad5358932ac5cd8f8616912cec76ad680c,3325,External Call To Fixed Address,Low,exchange(),3325,107,115241,9054
DCup,0x2f13fa06c0efd2a5c4cf2175a0467084672e648b,1759,Integer Overflow,High,"migrateFunds(address,address[])",1759,101,5965,2178
DCup,0x2f13fa06c0efd2a5c4cf2175a0467084672e648b,3839,External Call To Fixed Address,Low,"trade(address,uint256,address,uint256,uint256,uint256,address,uint8,bytes32,bytes32,uint256)",3839,107,1722,776
DCup,0x2f13fa06c0efd2a5c4cf2175a0467084672e648b,5174,External Call To Fixed Address,Low,"order(address,uint256,address,uint256,uint256,uint256)",5174,107,1579,633
DCup,0x2f13fa06c0efd2a5c4cf2175a0467084672e648b,6101,External Call To Fixed Address,Low,"cancelOrder(address,uint256,address,uint256,uint256,uint256,uint8,bytes32,bytes32)",6101,107,1750,804
DCup,0x2f13fa06c0efd2a5c4cf2175a0467084672e648b,7857,External Call To User-Supplied Address,Medium,"depositToken(address,uint256)",7857,107,27756,6765
DCup,0x2f13fa06c0efd2a5c4cf2175a0467084672e648b,8897,External Call To User-Supplied Address,Medium,"depositTokenForUser(address,uint256,address)",8897,107,27890,6899
DCup,0x2f13fa06c0efd2a5c4cf2175a0467084672e648b,9525,External Call To Fixed Address,Low,"amountFilled(address,uint256,address,uint256,uint256,uint256,address,uint8,bytes32,bytes32)",9525,107,1874,928
DCup,0x2f13fa06c0efd2a5c4cf2175a0467084672e648b,12924,External Call To User-Supplied Address,Medium,"withdrawToken(address,uint256)",12924,107,29737,8031
DCup,0x164cff5281fb1f6029b31245b88a790270f95cb2,2461,External Call To Fixed Address,Low,exchange(),2461,107,3429,2203
DCup,0x164cff5281fb1f6029b31245b88a790270f95cb2,2786,External Call To Fixed Address,Low,exchange(),2786,107,40691,4383
DCup,0x164cff5281fb1f6029b31245b88a790270f95cb2,3045,External Call To Fixed Address,Low,exchange(),3045,107,77692,6492
DCup,0x8c374ff87d4b6ab66cd669aaeec03e928d88b317,2461,External Call To Fixed Address,Low,exchange(),2461,107,3429,2203
DCup,0x8c374ff87d4b6ab66cd669aaeec03e928d88b317,2786,External Call To Fixed Address,Low,exchange(),2786,107,40691,4383
DCup,0x8c374ff87d4b6ab66cd669aaeec03e928d88b317,3045,External Call To Fixed Address,Low,exchange(),3045,107,77692,6492
Decentraverse,0xbedb53541d35afc4559cb5697ce1579acd843a1b
Decentraverse,0xbedb53541d35afc4559cb5697ce1579acd843a1b
Democratic Luck,0xaB0Eb087dD45D01b257218b7f1F182Be303C65f5,944,Use of tx.origin,Medium,_function_0x298ec208,944,111,957,862
Democratic Luck,0xaB0Eb087dD45D01b257218b7f1F182Be303C65f5,3369,Use of tx.origin,Medium,userWithdraw(),3369,111,1138,1043
